REGISTRATION,OPERATOR,TYPE,POPULAR NAME,OPERATION TYPE,EGOW FLIGHT TYPE,CAA FLIGHT TYPE,JET/PROP,CAA OPR,CAA OPR PFX,CAA LESSOR PREFIX,CAA FLIGHT,FIXED C/S,SEATS,WARNINGS,NOTES,ICAO 24,ICAO ACFT CLASS,OWNER,COUNTRY
G-PIPS,,RV4,,,,,,,,,,,,,,40322A,L1P,PRIVATE,UNITED KINGDOM
G-PIPZ,,NG5,,,,,,,,,,,,,,406BD4,L1P,PRIVATE,UNITED KINGDOM
G-PITS,,PTS2,,,,,,,,,,,,,,402533,L1P,PRIVATE,UNITED KINGDOM
G-PITZ,,UNDEFINED,,,,,,,,,,,,,,4029CC,,,UNITED KINGDOM
G-PIVI,,UNDEFINED,,,,,,,,,,,,,,4070DF,,,UNITED KINGDOM
G-PIXE,,BALL,,,,,,,,,,,,,,4043A4,,PRIVATE,UNITED KINGDOM
G-PIXI,,ULAC,,,,,,,,,,,,,,404203,,PRIVATE,UNITED KINGDOM
G-PIXL,,R44,,,,,,,,,,,,,,40502A,H1P,FLYING TV LTD,UNITED KINGDOM
G-PIXX,,R44,,,,,,,,,,,,,,404B69,H1P,FLYING TV LTD,UNITED KINGDOM
G-PIXY,,SASP,,,,,,,,,,,,,,404F70,L1P,PRIVATE,UNITED KINGDOM
G-PJCC,,P28A,,,,,,,,,,,,,,404B3D,L1P,PRIVATE,UNITED KINGDOM
G-PJCD,GAMA AVIATION,A139,,,,,,,GMA,,,,,,,407FB9,,,UNITED KINGDOM
G-PJCM,,A139,,,,,,,,,,,,,,408099,,,UNITED KINGDOM
G-PJCN,,A139,,,,,,,,,,,,,,40809A,,,UNITED KINGDOM
G-PJCS,,A139,,,,,,,,,,,,,,40809B,,,UNITED KINGDOM
G-PJMT,,LNC2,,,,,,,,,,,,,,403FC6,L1P,PRIVATE,UNITED KINGDOM
G-PJSY,,RV6,,,,,,,,,,,,,,404C41,L1P,PRIVATE,UNITED KINGDOM
G-PJTM,,C172,,,,,,,,,,,,,,401CFB,L1P,PRIVATE,UNITED KINGDOM
G-PJWW,,EC30,,,,,,,,,,,,,,407EAE,,,
G-PKHA,,PC12,,,,,,,,,,,,,,407539,L1T,,UNITED KINGDOM
G-PKPK,,H269,,,,,,,,,,,,,,403799,H1P,CHARLES DOBSON,UNITED KINGDOM
G-PKUP,,C42,,,,,,,,,,,,,,407C4C,L1P,,UNITED KINGDOM
G-PLAD,,ULAC,,,,,,,,,,,,,,404D5D,,PRIVATE,UNITED KINGDOM
G-PLAN,,C150,,,,,,,,,,,,,,4022AF,L1P,PRIVATE,UNITED KINGDOM
G-PLAR,,RV9,,,,,,,,,,,,,,4062A6,L1P,PRIVATE,UNITED KINGDOM
G-PLAY,,R200,,,,,,,,,,,,,,4022B0,L1P,PRIVATE,UNITED KINGDOM
G-PLAZ,,AC11,,,,,,,,,,,,,,400AA5,L1P,PRIVATE,UNITED KINGDOM
G-PLEE,,C182,,,,,,,,,,,,,,402A29,L1P,PRIVATE,UNITED KINGDOM
G-PLIP,,DA40,,,,,,,,,,,,,,4064DF,L1P,PRIVATE,UNITED KINGDOM
G-PLJR,,CAMP,,,,,,,,,,,,,,406D86,L1P,PRIVATE,UNITED KINGDOM
G-PLLT,,BALL,,,,,,,,,,,,,,406374,,PRIVATE,UNITED KINGDOM
G-PLMH,PDG HELICOPTERS,AS50,SQUIRREL,,VCH,L,,,PDG,,,PDG58,,,,400D1D,H1T,PDG HELICOPTERS,UNITED KINGDOM
G-PLMI,PDG HELICOPTERS,AS65,DAUPHIN,,VCH,L,,,PDG,,,PDG69,,,,400D19,H2T,,UNITED KINGDOM
G-PLOP,,MM24,,,,,,,,,,,,,,406501,G1P,RAYMOND STUART BIRD,UNITED KINGDOM
G-PLOT,,EFOX,,,,,,,,,,,,,,407C32,L1P,,UNITED KINGDOM
G-PLOW,,H269,,,,,,,,,,,,,,4022B2,H1P,C WALTON LTD,UNITED KINGDOM
G-PLPC,,H269,,,,,,,,,,,,,,403547,H1P,ANTONY RICHARD BAKER,UNITED KINGDOM
G-PLPM,,EUPA,,,,,,,,,,,,,,404395,L1P,PRIVATE,UNITED KINGDOM
G-PLSR,,PULR,,,,,,,,,,,,,,4066B0,L1P,P AND M AVIATION LTD,UNITED KINGDOM
G-PLTS,,PC12,,,,,,,,,,,,,,407F80,,,UNITED KINGDOM
G-PMAM,,BALL,,,,,,,,,,,,,,40251C,,,UNITED KINGDOM
G-PMCM,,P46T,,,,,,,,,,,,,,4078B7,L1T,,UNITED KINGDOM
G-PMCW,,P32R,,,,,,,,,,,,,,407D5E,L1P,,UNITED KINGDOM
G-PMGG,,B06,,,,,,,,,,,,,,4.03E+76,H1T,PAUL MICHAEL GALLAGHER,UNITED KINGDOM
G-PMIZ,,UNDEFINED,,,,,,,,,,,,,,406481,,,UNITED KINGDOM
G-PMNF,,SPIT,,,,,,,,,,,,,,403C16,L1P,PRIVATE,UNITED KINGDOM
G-PMSL,,BALL,,,,,,,,,,,,,,406913,,PRIVATE,UNITED KINGDOM
G-PNEU,,BALL,,,,,,,,,,,,,,403EC3,,BALLOON PRESERVATION GROUP,UNITED KINGDOM
G-PNGB,,P68,,,,,,,,,,,,,,406E9D,L2P,PRIVATE,UNITED KINGDOM
G-PNGC,,GLID,,,,,,,,,,,,,,404E5E,,PRIVATE,UNITED KINGDOM
G-PNIX,,C150,,,,,,,,,,,,,,401ABF,L1P,PRIVATE,UNITED KINGDOM
G-PNZE,,S76,,,,,,,,,,,,,,4.07E+74,H2T,,UNITED KINGDOM
G-PNZH,,A139,,,,,,,,,,,,,,4064A8,H2T,,UNITED KINGDOM
G-PODD,,R66,,,,,,,,,,,,,,407113,H1T,JAMIROQUAI LTD,UNITED KINGDOM
G-PODZ,,TL30,,,,,,,,,,,,,,407DF0,L1P,,UNITED KINGDOM
G-POET,AIR CAERNARFON,R44,RAVEN 2,,VCH,P,,,,,,GPOET,,,,4062ED,H1P,GP OWEN LTD,UNITED KINGDOM
G-POGO,,FDCT,,,,,,,,,,,,,,4045B5,L1P,PRIVATE,UNITED KINGDOM
G-POLA,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP151,,,,4062D2,H2T,NATIONAL POLICE AIR SERVICE,UNITED KINGDOM
G-POLB,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP,,,,40499A,H2T,NATIONAL POLICE AIR SERVICE,UNITED KINGDOM
G-POLC,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP131,,,,404715,H2T,NATIONAL POLICE AIR SERVICE,UNITED KINGDOM
G-POLD,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP,,,,404A2E,H2T,POLICE AND CRIME COMMISSIONER FOR WEST YORKSHIRE,UNITED KINGDOM
G-POLF,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP,,,,401255,H2T,POLICE AND CRIME COMMISSIONER FOR WEST YORKSHIRE,UNITED KINGDOM
G-POLG,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP,,,,40481E,H2T,NATIONAL POLICE AIR SERVICE,UNITED KINGDOM
G-POLH,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP,,,,,,,
G-POLJ,NATIONAL POLICE AIR SERVICE,EC35,,,VCH,L,,,UKP,,,UKP,,,,,,,
G-POLL,,SKRA,,,,,,,,,,,,,,404B19,L1P,PRIVATE,UNITED KINGDOM
G-POLR,,ULAC,,,,,,,,,,,,,,407018,,PRIVATE,UNITED KINGDOM
G-POLS,BABCOCK MISSION CRITICAL SERVICES,EC35,,,VCH,L,,,UKP,,,GPOLS,,,,407083,H2T,POLICE SCOTLAND,UNITED KINGDOM
G-POLU,,EC35,,,,,,,,,,,,,,40472C,,,UNITED KINGDOM
G-POLV,NATIONAL POLICE AIR SERVICE,P68,OBSERVER,,VC,L,,,UKP,,,UKP,,,,4078A3,L2P,,UNITED KINGDOM
G-POLW,NATIONAL POLICE AIR SERVICE,P68,OBSERVER,,VC,L,,,UKP,,,UKP,,,,4078A4,L2P,,UNITED KINGDOM
G-POLX,NATIONAL POLICE AIR SERVICE,P68,OBSERVER,,VC,L,,,UKP,,,UKP,,,,4077FB,L2P,,UNITED KINGDOM
G-POLY,,BALL,,,,,,,,,,,,,,4022B3,,PRIVATE,UNITED KINGDOM
G-POLZ,NATIONAL POLICE AIR SERVICE,P68,OBSERVER,,VC,L,,,UKP,,,UKP,,,,4077FC,L2P,,UNITED KINGDOM
G-POMP,,BALL,,,,,,,,,,,,,,407304,,,UNITED KINGDOM
G-POND,,BLKS,,,,,,,,,,,,,,403293,L1P,PRIVATE,UNITED KINGDOM
G-POOH,,J3,,,,,,,,,,,,,,4022B4,L1P,PRIVATE,UNITED KINGDOM
G-POOL,,ARV1,,,,,,,,,,,,,,40293B,L1P,PRIVATE,UNITED KINGDOM
G-POPA,,BE35,,,,,,,,,,,,,,400C24,L1P,,UNITED KINGDOM
G-POPE,,PK20,,,,,,,,,,,,,,4022B5,L1P,,UNITED KINGDOM
G-POPG,,UNDEFINED,,,,,,,,,,,,,,4073A4,,,UNITED KINGDOM
G-POPW,,C182,,,,,,,,,,,,,,40101D,L1P,PRIVATE,UNITED KINGDOM
G-POPY,,SKRA,,,,,,,,,,,,,,405181,L1P,PRIVATE,UNITED KINGDOM
G-POPZ,,D31,,,,,,,,,,,,,,407416,L1P,,UNITED KINGDOM
G-PORG,,GLID,,,,,,,,,,,,,,40725C,,,UNITED KINGDOM
G-PORK,,AA5,,,,,,,,,,,,,,40116E,L1P,PRIVATE,UNITED KINGDOM
G-POSH,,BALL,,,,,,,,,,,,,,4026EA,,PRIVATE,UNITED KINGDOM
G-POTR,CASTLE AIR LTD,A109,,,VCH,AD,,,CST,,,GPOTR,,,,4064B2,H2T,CASTLE AIR LTD,UNITED KINGDOM
G-POUX,,UNDEFINED,,,,,,,,,,,,,,405245,,,UNITED KINGDOM
G-POWC,TITAN AIRWAYS,B733,,,,,,,AWC,,,ZAP,,,,4010F9,L2J,TITAN AIRWAYS,UNITED KINGDOM
G-POWD,TITAN AIRWAYS,B763,,,,,,,AWC,,,ZAP,,,,4061A3,L2J,TITAN AIRWAYS,UNITED KINGDOM
G-POWH,TITAN AIRWAYS,B752,,,,,,,AWC,,,ZAP,,,,40676B,L2J,TITAN AIRWAYS,UNITED KINGDOM
G-POWI,,A320,,,,,,,NVR,,,NAVIGATOR,,,,406905,L2J,NOVAIR,UNITED KINGDOM
G-POWK,TITAN AIRWAYS,A320,,,,,,,AWC,,,ZAP,,,,406CA3,L2J,TITAN AIRWAYS,UNITED KINGDOM
G-POWL,,C182,,,,,,,,,,,,,,4022B6,L1P,PRIVATE,UNITED KINGDOM
G-POWM,TITAN AIRWAYS,A320,,,,,,,AWC,,,ZAP,,,,406CDD,L2J,TITAN AIRWAYS,UNITED KINGDOM
G-POWN,TITAN AIRWAYS,A321,,,,,,,AWC,,,ZAP,,,,40700A,L2J,TITAN AIRWAYS,UNITED KINGDOM
G-POWO,,E55P,,,,,,,,,,,,,,407039,L2J,SAXONAIR CHARTER LTD,UNITED KINGDOM
G-POWP,TITAN AIRWAYS,B734,,,,,,,AWC,,,ZAP,,,,40055F,L2J,TITAN AIRWAYS,UNITED KINGDOM
G-POWS,TITAN AIRWAYS,B734,,,,,,,AWC,,,ZAP,,,,400513,L2J,TITAN AIRWAYS,UNITED KINGDOM
G-POWT,,A21N,,,,,,,,,,,,,,407DFC,L2J,,UNITED KINGDOM
G-POWU,TITAN AIRWAYS,A321,,,,,,,AWC,,,ZAP,,,,40755F,L2J,,UNITED KINGDOM
G-POYA,,C525,,,,,,,,,,,,,,407DB1,L2J,,UNITED KINGDOM
G-POZA,,ESCP,,,,,,,,,,,,,,404B02,L1P,PRIVATE,UNITED KINGDOM
G-PPBZ,,CDUS,,,,,,,,,,,,,,407522,G1P,,UNITED KINGDOM
G-PPEM,,SR22,,,,,,,,,,,,,,407C95,L1P,,UNITED KINGDOM
G-PPFS,,C150,,,,,,,,,,,,,,40194F,L1P,PRIVATE,UNITED KINGDOM
G-PPIO,,BALL,,,,,,,,,,,,,,405FAE,,PRIVATE,UNITED KINGDOM
G-PPLG,,MT,,,,,,,,,,,,,,4010C3,G1P,JOHN EDMUND BUTLER,UNITED KINGDOM
G-PPLL,,RV7,,,,,,,,,,,,,,4011DC,L1P,PRIVATE,UNITED KINGDOM
G-PPLS,,C152,,,,,,,,,,,,,,406F04,L1P,PRIVATE,UNITED KINGDOM
G-PPOD,,EUPA,,,,,,,,,,,,,,405A7D,L1P,PRIVATE,UNITED KINGDOM
G-PPPP,,FOX,,,,,,,FOX,,,,,,,403374,L1P,PRIVATE,UNITED KINGDOM
G-PPPT,,A109,,,,,,,,,,,,,,407ED4,H2T,,UNITED KINGDOM
G-PRAG,,ZZZZ,,,,,,,,,,,,,,4022B7,,PRIVATE,UNITED KINGDOM
G-PRAH,,FDCT,,,,,,,,,,,,,,4045B6,L1P,PRIVATE,UNITED KINGDOM
G-PRAY,,BALL,,,,,,,,,,,,,,407323,,,UNITED KINGDOM
G-PRBB,,GLID,,,,,,,,,,,,,,406FB5,,PRIVATE,UNITED KINGDOM
G-PRDH,COTSWOLD HELICOPTERS,AS55,TWIN SQUIRREL,,VCH,AD,,,HHH,,,GPRDH,,,,402965,H2T,CLAREMONT AIR SERVICES,UNITED KINGDOM
G-PREY,,GP3,,,,,,,,,,,,,,401C81,A1P,PRIVATE,UNITED KINGDOM
G-PRFI,,B06,,,,,,,,,,,,,,40217D,H1T,TOPEX LTD,UNITED KINGDOM
G-PRFX,FLAIRJET LTD - UNITED KINGDOM,E35L,,,,,,,FLJ,,,,,,,407901,L2J,FLAIRJET LTD,UNITED KINGDOM
G-PRII,,HUNT,,,,,,,,,,,,,,4.03E+23,L1J,HUNTER FLYING LTD,UNITED KINGDOM
G-PRIM,,PA38,,,,,,,,,,,,,,402862,L1P,,UNITED KINGDOM
G-PRIV,,SPIT,,,,,,,,,,,,,,406353,L1P,PRIVATE,UNITED KINGDOM
G-PRKZ,,GLID,,,,,,,,,,,,,,40710B,,PRIVATE,UNITED KINGDOM
G-PRLY,,JABI,,,,,,,,,,,,,,404189,L1P,PRIVATE,UNITED KINGDOM
G-PROO,,HA4T,,,,,,,,,,,,,,40644E,L2J,EXECUTIVE JET MANAGEMENT (EUROPE),UNITED KINGDOM
G-PROS,,RV7,,,,,,,,,,,,,,404FDC,L1P,PRIVATE,UNITED KINGDOM
G-PROV,,JPRO,,,,,,,,,,,,,,4022B8,L1J,PRIVATE,UNITED KINGDOM
G-PROW,,EV97,,,,,,,,,,,,,,40486D,L1P,NENE VALLEY MICROLIGHTS,UNITED KINGDOM
G-PRPA,,DH8D,,,,,,,BEE,,,JERSEY,,,,406D97,L2T,FLYBE,UNITED KINGDOM
G-PRPB,,DH8D,,,,,,,BEE,,,JERSEY,,,,406D98,L2T,FLYBE,UNITED KINGDOM
G-PRPC,,DH8D,,,,,,,BEE,,,JERSEY,,,,406D99,L2T,FLYBE,UNITED KINGDOM
G-PRPD,,DH8D,,,,,,,BEE,,,JERSEY,,,,406D9A,L2T,FLYBE,UNITED KINGDOM
G-PRPE,,DH8D,,,,,,,BEE,,,JERSEY,,,,406F9A,L2T,FLYBE,UNITED KINGDOM
G-PRPF,,DH8D,,,,,,,BEE,,,JERSEY,,,,406F9B,L2T,FLYBE,UNITED KINGDOM
G-PRPG,,DH8D,,,,,,,BEE,,,JERSEY,,,,4071BA,L2T,FLYBE,UNITED KINGDOM
G-PRPH,,DH8D,,,,,,,BEE,,,JERSEY,,,,4071B9,L2T,FLYBE,UNITED KINGDOM
G-PRPI,,DH8D,,,,,,,BEE,,,JERSEY,,,,40710E,L2T,FLYBE,UNITED KINGDOM
G-PRPJ,,DH8D,,,,,,,BEE,,,JERSEY,,,,407169,L2T,FLYBE,UNITED KINGDOM
G-PRPK,,DH8D,,,,,,,BEE,,,JERSEY,,,,407299,L2T,FLYBE,UNITED KINGDOM
G-PRPL,,DH8D,,,,,,,BEE,,,JERSEY,,,,406D96,L2T,FLYBE,UNITED KINGDOM
G-PRPM,,DH8D,,,,,,,BEE,,,JERSEY,,,,4072B8,L2T,FLYBE,UNITED KINGDOM
G-PRPN,,DH8D,,,,,,,BEE,,,JERSEY,,,,4072A0,L2T,FLYBE,UNITED KINGDOM
G-PRPO,,DH8D,,,,,,,BEE,,,JERSEY,,,,4072B7,L2T,FLYBE,UNITED KINGDOM
G-PRXI,,SPIT,,,,,,,,,,,,,,4022B9,L1P,,UNITED KINGDOM
G-PRZI,,BALL,,,,,,,,,,,,,,406B08,,RED LETTER DAYS,UNITED KINGDOM
G-PSAX,,BALL,,,,,,,,,,,,,,404A3A,,PRIVATE,UNITED KINGDOM
G-PSFG,,R200,,,,,,,,,,,,,,4041DB,L1P,COVENTRY FLYING SCHOOL,UNITED KINGDOM
G-PSGC,,PA25,,,,,,,,,,,,,,401BD7,L1P,PRIVATE,UNITED KINGDOM
G-PSHK,,GLID,,,,,,,,,,,,,,405A70,,PRIVATE,UNITED KINGDOM
G-PSHR,,B06,,,,,,,,,,,,,,4046C7,H1T,D M MCGARRITY,UNITED KINGDOM
G-PSHU,BABCOCK MISSION CRITICAL SERVICES,EC35,,,VCH,L,,,RHD,,,GPSHU,,,,4012C5,H2T,BABCOCK MCS ONSHORE,UNITED KINGDOM
G-PSIR,,UNDEFINED,,,,,,,,,,,,,,4061B7,,,UNITED KINGDOM
G-PSJS,,R22,,,,,,,,,,,,,,400E6C,H1P,G E J SEALEY,UNITED KINGDOM
G-PSKY,,SKRA,,,,,,,,,,,,,,404D70,L1P,PRIVATE,UNITED KINGDOM
G-PSMS,,EFOX,,,,,,,,,,,,,,406943,L1P,PRIVATE,UNITED KINGDOM
G-PSNI,POLICE SERVICE OF NORTHERN IRELAND,EC35,,,VCH,L,,,UKP,,,UKP441,,,,400B92,H2T,POLICE SERVICE OF NORTHERN IRELAND,UNITED KINGDOM
G-PSNO,POLICE SERVICE OF NORTHERN IRELAND,EC45,,,VCH,L,,,UKP,,,UKP442,,,,406207,H2T,POLICE SERVICE OF NORTHERN IRELAND,UNITED KINGDOM
G-PSNR,POLICE SERVICE OF NORTHERN IRELAND,EC45,,,VCH,L,,,UKP,,,UKP443,,,,4066D2,H2T,POLICE SERVICE OF NORTHERN IRELAND,UNITED KINGDOM
G-PSON,,BALL,,,,,,,,,,,,,,403A49,,PRIVATE,UNITED KINGDOM
G-PSPT,,TL20,,,,,,,,,,,,,,4080DD,,,UNITED KINGDOM
G-PSRT,,P28A,,,,,,,,,,,,,,403174,L1P,PRIVATE,UNITED KINGDOM
G-PSST,,HUNT,,,,,,,,,,,,,,403D28,L1J,PRIVATE,UNITED KINGDOM
G-PSUE,,ULAC,,,,,,,,,,,,,,40313C,,PRIVATE,UNITED KINGDOM
G-PSUK,,ULAC,,,,,,,,,,,,,,404B9E,,PRIVATE,UNITED KINGDOM
G-PSZB,,PTS2,,,,,,,,,,,,,,40789F,L1P,,UNITED KINGDOM
G-PTAG,,EUPA,,,,,,,,,,,,,,4040D4,L1P,PRIVATE,UNITED KINGDOM
G-PTAR,,SKRA,,,,,,,,,,,,,,40503E,L1P,PRIVATE,UNITED KINGDOM
G-PTBA,,ST75,,,,,,,,,,,,,,4070DD,L1P,PRIVATE,UNITED KINGDOM
G-PTCA,,C172,,,,,,,,,,,,,,406710,L1P,PRIVATE,UNITED KINGDOM
G-PTCC,,P28T,,,,,,,,,,,,,,406600000000,L1P,PRIVATE,UNITED KINGDOM
G-PTDP,,BU33,,,,,,,,,,,,,,402B4C,L1P,PRIVATE,UNITED KINGDOM
G-PTEA,,PA46,,,,,,,,,,,,,,405C61,L1P,PRIVATE,UNITED KINGDOM
G-PTEK,,RV9,,,,,,,,,,,,,,406FB2,L1P,PRIVATE,UNITED KINGDOM
G-PTFE,,NG5,,,,,,,,,,,,,,406BB1,L1P,PRIVATE,UNITED KINGDOM
G-PTOO,,B06,,,,,,,,,,,,,,406158,H1T,P2 AIR LTD,UNITED KINGDOM
G-PTPA,,PIVI,,,,,,,,,,,,,,407AC8,L1P,,UNITED KINGDOM
G-PTPW,,CH60,,,,,,,,,,,,,,407CB7,,,UNITED KINGDOM
G-PTRE,,TB20,,,,,,,,,,,,,,401196,L1P,PRIVATE,UNITED KINGDOM
G-PTSI,,SLG4,,,,,,,,,,,,,,407D14,L1P,,UNITED KINGDOM
G-PTTA,,C152,,,,,,,,,,,,,,401FE8,L1P,PRIVATE,UNITED KINGDOM
G-PTTB,,C152,,,,,,,,,,,,,,402035,L1P,PRIVATE,UNITED KINGDOM
G-PTTC,,C152,,,,,,,,,,,,,,402095,L1P,PRIVATE,UNITED KINGDOM
G-PTTS,,PTS2,,,,,,,,,,,,,,4048F8,L1P,PRIVATE,UNITED KINGDOM
G-PTXC,,TBM7,,,,,,,,,,,,,,4075C9,L1T,,UNITED KINGDOM
G-PUDL,,PA18,,,,,,,,,,,,,,40300000000000000,L1P,PRIVATE,UNITED KINGDOM
G-PUDS,,EUPA,,,,,,,,,,,,,,403EB3,L1P,PRIVATE,UNITED KINGDOM
G-PUFF,,BALL,,,,,,,,,,,,,,4022BC,,PRIVATE,UNITED KINGDOM
G-PUGS,,C182,,,,,,,,,,,,,,404268,L1P,PRIVATE,UNITED KINGDOM
G-PUGZ,,ULAC,,,,,,,,,,,,,,4068B1,,PRIVATE,UNITED KINGDOM
G-PUKA,,JAB4,,,,,,,,,,,,,,404A1B,L1P,PRIVATE,UNITED KINGDOM
G-PULA,,F2TH,,,,,,,,,,,,,,4.06E+97,L2J,CENTRELINE AIR CHARTER LTD,UNITED KINGDOM
G-PULR,,PTS2,,,,,,,,,,,,,,4062C6,L1P,PRIVATE,UNITED KINGDOM
G-PUMB,,AS32,,,,,,,,,,,,,,400B98,H2T,,UNITED KINGDOM
G-PUMM,,AS3B,,,,,,,,,,,,,,40099B,H2T,,UNITED KINGDOM
G-PUMN,,AS3B,,,,,,,,,,,,,,40099C,H2T,,UNITED KINGDOM
G-PUMO,,AS3B,,,,,,,,,,,,,,40099D,H2T,,UNITED KINGDOM
G-PUMS,,AS3B,,,,,,,,,,,,,,40099E,H2T,,UNITED KINGDOM
G-PUNK,,BALL,,,,,,,,,,,,,,40311D,,PRIVATE,UNITED KINGDOM
G-PUNT,,R44,,,,,,,,,,,,,,40630E,H1P,RICHARD CAMERON,UNITED KINGDOM
G-PUPP,,PUP,,,,,,,,,,,,,,401A32,L1P,PRIVATE,UNITED KINGDOM
G-PUPS,,BALL,,,,,,,,,,,,,,4061F8,,PRIVATE,UNITED KINGDOM
G-PUPY,,EUPA,,,,,,,,,,,,,,404826,L1P,,UNITED KINGDOM
G-PURE,,BALL,,,,,,,,,,,,,,406364,,PRIVATE,UNITED KINGDOM
G-PURL,,P32R,,,,,,,,,,,,,,400FCB,L1P,PRIVATE,UNITED KINGDOM
G-PURP,,BALL,,,,,,,,,,,,,,40664F,,PRIVATE,UNITED KINGDOM
G-PURR,,AA5,,,,,,,,,,,,,,4022BD,L1P,PRIVATE,UNITED KINGDOM
G-PURS,,EXEC,,,,,,,,,,,,,,403090,H1P,J AND D PARKE,UNITED KINGDOM
G-PUSA,,SHIP,,,,,,,,,,,,,,406169,,PRIVATE,UNITED KINGDOM
G-PUSI,,C303,,,,,,,,,,,,,,401100000000,L2P,PRIVATE,UNITED KINGDOM
G-PUSS,,BALL,,,,,,,,,,,,,,4029CE,,PRIVATE,UNITED KINGDOM
G-PUTT,,BALL,,,,,,,,,,,,,,403395,,PRIVATE,UNITED KINGDOM
G-PVBF,,BALL,,,,,,,,,,,,,,403F48,,PRIVATE,UNITED KINGDOM
G-PVCV,,DR40,,,,,,,,,,,,,,4050AD,L1P,PRIVATE,UNITED KINGDOM
G-PVET,,DHC1,,,,,,,,,,,,,,403DED,L1P,PRIVATE,UNITED KINGDOM
G-PVIP,,C421,,,,,,,,,,,,,,402AC5,L2P,,UNITED KINGDOM
G-PVML,,DR40,,,,,,,,,,,,,,4E+70,L1P,WEALD AIR SERVICES,UNITED KINGDOM
G-PVSS,,ULAC,,,,,,,,,,,,,,40526A,,PRIVATE,UNITED KINGDOM
G-PWAL,,EFOX,,,,,,,,,,,,,,406C4F,L1P,PRIVATE,UNITED KINGDOM
G-PWBE,,UNDEFINED,,,,,,,,,,,,,,4041D8,,,UNITED KINGDOM
G-PWEF,,MM24,,,,,,,,,,,,,,40771D,G1P,,UNITED KINGDOM
G-PWFW,,TWEN,,,,,,,,,,,,,,4079B6,L1P,,UNITED KINGDOM
G-PWUL,,RV6,,,,,,,,,,,,,,4047C9,L1P,PRIVATE,UNITED KINGDOM
G-PYAK,,Y18T,,,,,,,,,,,,,,406F90,L1P,PRIVATE,UNITED KINGDOM
G-PYNE,,ULAC,,,,,,,,,,,,,,4047000000,,PRIVATE,UNITED KINGDOM
G-PYPE,,RV7,,,,,,,,,,,,,,405098,L1P,PRIVATE,UNITED KINGDOM
G-PYRO,,BALL,,,,,,,,,,,,,,4022BF,,PRIVATE,UNITED KINGDOM
G-PZAS,,GLID,,,,,,,,,,,,,,405F8F,,PRIVATE,UNITED KINGDOM
G-PZPZ,,ULAC,,,,,,,,,,,,,,40686E,,PRIVATE,UNITED KINGDOM
G-RAAA,,GLEX,,,,,,,,,,,,,,4066A5,L2J,TAG AVIATION (UK) LTD,UNITED KINGDOM
G-RAAF,,SPIT,,,,,,,,,,,,,,406093,L1P,PRIVATE,UNITED KINGDOM
G-RAAM,,P28A,,,,,,,,,,,,,,403048,L1P,FALCON FLYING SERVICES LTD,UNITED KINGDOM
G-RAAY,,JT1,,,,,,,,,,,,,,406967,,PRIVATE,UNITED KINGDOM
G-RABB,,PC12,,,,,,,,,,,,,,4070DE,L1T,ORIENS LEASING LTD,UNITED KINGDOM
G-RABS,,PNR3,,,,,,,,,,,,,,4012AC,L1P,PRIVATE,UNITED KINGDOM
G-RACK,,C42,,,,,,,,,,,,,,405C93,L1P,PRIVATE,UNITED KINGDOM
G-RACO,,P28R,,,,,,,,,,,,,,400B86,L1P,GRACO GROUP LTD.,UNITED KINGDOM
G-RACR,,BALL,,,,,,,,,,,,,,404D55,,PRIVATE,UNITED KINGDOM
G-RACY,,C182,,,,,,,,,,,,,,4041A2,L1P,PRIVATE,UNITED KINGDOM
G-RADA,,UNDEFINED,,,,,,,,,,,,,,403CD5,,,UNITED KINGDOM
G-RADI,,P28A,,,,,,,,,,,,,,403FA5,L1P,PRIVATE,UNITED KINGDOM
G-RADR,,UNDEFINED,,,,,,,,,,,,,,403558,,,UNITED KINGDOM
G-RADY,,CRJ1,,,,,,,,,,,,,,406606,L2J,,UNITED KINGDOM
G-RAEF,,GLID,,,,,,,,,,,,,,405D0B,,PRIVATE,UNITED KINGDOM
G-RAEM,,LGEZ,,,,,,,,,,,,,,4022C0,L1P,PRIVATE,UNITED KINGDOM
G-RAES,,B772,,,,,,,BAW,,,SPEEDBIRD,,,,4005C1,L2J,BRITISH AIRWAYS,UNITED KINGDOM
G-RAFA,,G115,,,,,,,,,,,,,,402DE9,L1P,PRIVATE,UNITED KINGDOM
G-RAFB,,G115,,,,,,,,,,,,,,402DE8,L1P,PRIVATE,UNITED KINGDOM
G-RAFC,,R200,,,,,,,,,,,,,,4022C1,L1P,PRIVATE,UNITED KINGDOM
G-RAFE,,BALL,,,,,,,,,,,,,,4022C2,,PRIVATE,UNITED KINGDOM
G-RAFG,,RF6,,,,,,,,,,,,,,402FFC,L1P,PRIVATE,UNITED KINGDOM
