REGISTRATION,OPERATOR,TYPE,POPULAR NAME,OPERATION TYPE,EGOW FLIGHT TYPE,CAA FLIGHT TYPE,JET/PROP,CAA OPR,CAA OPR PFX,CAA LESSOR PREFIX,CAA FLIGHT,FIXED C/S,SEATS,WARNINGS,NOTES,ICAO 24,ICAO ACFT CLASS,OWNER,COUNTRY
G-RAFH,,ULAC,,,,,,,,,,,,,,4046EB,,PRIVATE,UNITED KINGDOM
G-RAFK,RVL AVIATION LTD,BE20,KING AIR 200,,VC,AD,,,REV,,,GRAFK,,,,400A75,L2T,,UNITED KINGDOM
G-RAFL,RVL AVIATION LTD,BE20,KING AIR 200,,VC,AD,,,REV,,,GRAFL,,,,400A84,L2T,,UNITED KINGDOM
G-RAFR,,SKRA,,,,,,,,,,,,,,404CAA,L1P,PRIVATE,UNITED KINGDOM
G-RAFS,,ULAC,,,,,,,,,,,,,,404AA3,,PRIVATE,UNITED KINGDOM
G-RAFT,,LGEZ,,,,,,,,,,,,,,4022C3,L1P,PRIVATE,UNITED KINGDOM
G-RAFV,,AVID,,,,,,,,,,,,,,40362A,L1P,PRIVATE,UNITED KINGDOM
G-RAFW,,M20P,,,,,,,,,,,,,,4022C4,L1P,PRIVATE,UNITED KINGDOM
G-RAFY,,SKRA,,,,,,,,,,,,,,4011BC,L1P,PRIVATE,UNITED KINGDOM
G-RAFZ,,RAF2,,,,,,,,,,,,,,404751,G1P,JOHN PAVITT ENGINEERS LTD,UNITED KINGDOM
G-RAGE,,UNDEFINED,,,,,,,,,,,,,,401C98,,,UNITED KINGDOM
G-RAGS,,CAMP,,,,,,,,,,,,,,40393B,L1P,PRIVATE,UNITED KINGDOM
G-RAGT,,PA32,,,,,,,,,,,,,,400CF3,L1P,PRIVATE,UNITED KINGDOM
G-RAHA,,GLID,,,,,,,,,,,,,,4072DE,,PRIVATE,UNITED KINGDOM
G-RAIR,,GLID,,,,,,,,,,,,,,405483,,PRIVATE,UNITED KINGDOM
G-RAIX,,UNDEFINED,,,,,,,,,,,,,,401F61,,,UNITED KINGDOM
G-RAJA,,ULAC,,,,,,,,,,,,,,404241,,,UNITED KINGDOM
G-RAJJ,,B462,,,,,,,CLJ,,,CELLOJET,,,,405AAD,L4J,CELLO AVIATION,UNITED KINGDOM
G-RAJP,,C42,,,,,,,,,,,,,,407CFC,,,UNITED KINGDOM
G-RALF,,EXEC,,,,,,,,,,,,,,40444C,H1P,,UNITED KINGDOM
G-RAMI,,B06,,,,,,,,,,,,,,4032DF,H1T,YORKSHIRE HELICOPTERS,UNITED KINGDOM
G-RAML,,PA34,,,,,,,,,,,,,,402C89,L2P,PRIVATE,UNITED KINGDOM
G-RAMP,,J3,,,,,,,,,,,,,,4031F2,L1P,PRIVATE,UNITED KINGDOM
G-RAMS,,P32R,,,,,,,,,,,,,,400EC4,L1P,PRIVATE,UNITED KINGDOM
G-RAMY,,B06,,,,,,,,,,,,,,403A88,H1T,LINCAIR LTD,UNITED KINGDOM
G-RANL,,A109,,,,,,,,,,,,,,407E3B,H2T,,UNITED KINGDOM
G-RANN,,B350,,,,,,,,,,,,,,406B9F,L2T,FLYCORP AVIATION LLP,UNITED KINGDOM
G-RAPH,,BALL,,,,,,,,,,,,,,402AE4,,PRIVATE,UNITED KINGDOM
G-RAPL,,DUOD,,,,,,,,,,,,,,406E1A,L1P,PRIVATE,UNITED KINGDOM
G-RARA,,MT,,,,,,,,,,,,,,4068F1,G1P,GYRO SCHOOL PRO LTD,UNITED KINGDOM
G-RARB,,C172,,,,,,,,,,,,,,402AB5,L1P,PRIVATE,UNITED KINGDOM
G-RASA,,DA42,,,,,,,,,,,,,,400F18,L2P,PRIVATE,UNITED KINGDOM
G-RASC,,VP2,,,,,,,,,,,,,,4022C6,L1P,PRIVATE,UNITED KINGDOM
G-RASH,,G109,,,,,,,,,,,,,,404BE2,L1P,PRIVATE,UNITED KINGDOM
G-RASP,,AP32,,,,,,,,,,,,,,407F4F,,,UNITED KINGDOM
G-RATC,,RV4,,,,,,,,,,,,,,40500E,L1P,,UNITED KINGDOM
G-RATD,,RV8,,,,,,,,,,,,,,40618B,L1P,PRIVATE,UNITED KINGDOM
G-RATE,,AA5,,,,,,,,,,,,,,4022C7,L1P,PRIVATE,UNITED KINGDOM
G-RATH,,EXEC,,,,,,,,,,,,,,4011B1,H1P,WILLIAM HARDY COLE,UNITED KINGDOM
G-RATI,,C172,,,,,,,,,,,,,,401BAA,L1P,PRIVATE,UNITED KINGDOM
G-RATT,,EFOX,,,,,,,,,,,,,,4069B6,L1P,PRIVATE,UNITED KINGDOM
G-RATV,,P28U,,,,,,,,,,,,,,400D2D,L1P,,UNITED KINGDOM
G-RATZ,,EUPA,,,,,,,,,,,,,,403AB6,L1P,PRIVATE,UNITED KINGDOM
G-RAVE,,ULAC,,,,,,,,,,,,,,4027DF,,PRIVATE,UNITED KINGDOM
G-RAVN,,R44,,,,,,,,,,,,,,404507,H1P,BRAMBLEDOWN AIRCRAFT HIRE,UNITED KINGDOM
G-RAVT,,GLID,,,,,,,,,,,,,,407F1C,,,UNITED KINGDOM
G-RAWM,,R44,,,,,,,,,,,,,,407E8F,,,
G-RAWS,,EXEC,,,,,,,,,,,,,,404471,H1P,ROLAND PETER ROBINSON,UNITED KINGDOM
G-RAYB,,ULAC,,,,,,,,,,,,,,405130,,PRIVATE,UNITED KINGDOM
G-RAYH,,CH70,,,,,,,,,,,,,,4049B3,L1P,PRIVATE,UNITED KINGDOM
G-RAYM,,TB20,,,,,,,,,,,,,,406C26,L1P,PRIVATE,UNITED KINGDOM
G-RAYN,,A109,,,,,,,,,,,,,,40784B,H2T,,UNITED KINGDOM
G-RAYO,,BALL,,,,,,,,,,,,,,404A41,,PRIVATE,UNITED KINGDOM
G-RAYS,,CH25,,,,,,,,,,,,,,4022C8,L1P,PRIVATE,UNITED KINGDOM
G-RAYY,,SR22,,,,,,,,,,,,,,405AF6,L1P,PRIVATE,UNITED KINGDOM
G-RAYZ,,SIRA,,,,,,,,,,,,,,405157,L1P,PRIVATE,UNITED KINGDOM
G-RAZE,,B407,,,,,,,,,,,,,,407AD4,H1T,,UNITED KINGDOM
G-RAZI,,F260,,,,,,,,,,,,,,40764B,L1P,,UNITED KINGDOM
G-RAZY,,P28A,,,,,,,,,,,,,,4022CE,L1P,PRIVATE,UNITED KINGDOM
G-RAZZ,,M7,,,,,,,,,,,,,,404CDD,L1P,PRIVATE,UNITED KINGDOM
G-RBBB,,EUPA,,,,,,,,,,,,,,403917,L1P,PRIVATE,UNITED KINGDOM
G-RBCA,,A109,,,,,,,,,,,,,,402BDF,H2T,RON BAUER,UNITED KINGDOM
G-RBCT,,VENT,,,,,,,,,,,,,,40526E,L1P,PRIVATE,UNITED KINGDOM
G-RBEK,,F2TH,,,,,,,,,,,,,,406F2E,L2J,,UNITED KINGDOM
G-RBEN,GAMA AVIATION,GLEX,,,,,,,GMA,,,GAMA,,,,406C62,L2J,GAMA AVIATION,UNITED KINGDOM
G-RBFX,,EFOX,,,,,,,,,,,,,,4078000000000,L1P,,UNITED KINGDOM
G-RBHB,,C42,,,,,,,,,,,,,,407C6E,L1P,,UNITED KINGDOM
G-RBHF,,A139,,,,,,,,,,,,,,4075FB,H2T,,UNITED KINGDOM
G-RBIL,,GAZL,,,,,,,,,,,,,,40620000000,H1T,RICHARD BLAIR ILLINGWORTH,UNITED KINGDOM
G-RBLU,,P28T,,,,,,,,,,,,,,407258,L1P,PRIVATE,UNITED KINGDOM
G-RBMV,,BALL,,,,,,,,,,,,,,40410000,,PRIVATE,UNITED KINGDOM
G-RBOW,,BALL,,,,,,,,,,,,,,4.02E+68,,PRIVATE,UNITED KINGDOM
G-RBRI,HELICENTRE AVIATION,R44,RAVEN 2,,VCH,P,,,,,,PIPE81,,,,40137C,H1P,HELICENTRE AVIATION LTD,UNITED KINGDOM
G-RBSN,,C42,,,,,,,,,,,,,,404BDB,L1P,PRIVATE,UNITED KINGDOM
G-RBWW,,NG5,,,,,,,,,,,,,,40740000000,L1P,,UNITED KINGDOM
G-RCAV,GAMA AVIATION,CL60,,,,,,,GMA,,,GAMA,,,,406862,L2J,GAMA AVIATION,UNITED KINGDOM
G-RCED,,AC11,,,,,,,,,,,,,,403458,L1P,PRIVATE,UNITED KINGDOM
G-RCFC,,H25B,,,,,,,,,,,,,,4075F0,L2J,SAXONAIR CHARTER LTD,UNITED KINGDOM
G-RCHE,,C182,,,,,,,,,,,,,,405EEF,L1P,PRIVATE,UNITED KINGDOM
G-RCHL,,ULAC,,,,,,,,,,,,,,406609,,PRIVATE,UNITED KINGDOM
G-RCHY,,EV97,,,,,,,,,,,,,,404B66,L1P,PRIVATE,UNITED KINGDOM
G-RCIE,,J3,,,,,,,,,,,,,,404A8A,L1P,,UNITED KINGDOM
G-RCKT,,HROC,,,,,,,,,,,,,,404A47,L1P,PRIVATE,UNITED KINGDOM
G-RCMC,,RENE,,,,,,,,,,,,,,40372F,L1P,PRIVATE,UNITED KINGDOM
G-RCMF,,BALL,,,,,,,,,,,,,,402A19,,PRIVATE,UNITED KINGDOM
G-RCMP,,P28U,,,,,,,,,,,,,,406EB1,L1P,,UNITED KINGDOM
G-RCNB,,EC20,,,,,,,,,,,,,,404926,H1T,CRAIG BEN ELLIS,UNITED KINGDOM
G-RCOH,,BALL,,,,,,,,,,,,,,40681C,,PRIVATE,UNITED KINGDOM
G-RCRC,,ULAC,,,,,,,,,,,,,,405127,,PRIVATE,UNITED KINGDOM
G-RCSR,,UNDEFINED,,,,,,,,,,,,,,406694,,,UNITED KINGDOM
G-RCST,,JAB4,,,,,,,,,,,,,,404FCC,L1P,PRIVATE,UNITED KINGDOM
G-RCUB,,PA18,,,,,,,,,,,,,,402134,L1P,PRIVATE,UNITED KINGDOM
G-RCUS,,ARCP,,,,,,,,,,,,,,4066A8,L1P,PRIVATE,UNITED KINGDOM
G-RDAD,,ESCP,,,,,,,,,,,,,,4065C5,L1P,PRIVATE,UNITED KINGDOM
G-RDAR,,RV7,,,,,,,,,,,,,,407AFF,,,UNITED KINGDOM
G-RDAS,,C172,,,,,,,,,,,,,,406B2E,L1P,PRIVATE,UNITED KINGDOM
G-RDAY,,RV9,,,,,,,,,,,,,,406608,L1P,PRIVATE,UNITED KINGDOM
G-RDCO,,JAB4,,,,,,,,,,,,,,40484B,L1P,PRIVATE,UNITED KINGDOM
G-RDDM,,C182,,,,,,,,,,,,,,406FB6,L1P,PRIVATE,UNITED KINGDOM
G-RDEN,,BALL,,,,,,,,,,,,,,406D60,,PRIVATE,UNITED KINGDOM
G-RDFX,,UNDEFINED,,,,,,,,,,,,,,4063DD,,,UNITED KINGDOM
G-RDHS,,EUPA,,,,,,,,,,,,,,404793,L1P,PRIVATE,UNITED KINGDOM
G-RDMS,,CH60,,,,,,,,,,,,,,407C3C,,,UNITED KINGDOM
G-RDNS,,COY2,,,,,,,,,,,,,,404CE2,L1P,PRIVATE,UNITED KINGDOM
G-RDNY,,CLON,,,,,,,,,,,,,,40698B,G1P,COLIN RODNEY,UNITED KINGDOM
G-RDPH,,ULAC,,,,,,,,,,,,,,40611F,,PRIVATE,UNITED KINGDOM
G-RDRD,,CLON,,,,,,,,,,,,,,408117,,,UNITED KINGDOM
G-RDRL,,UNDEFINED,,,,,,,,,,,,,,4070BA,,,UNITED KINGDOM
G-RDWN,,A109,,,,,,,,,,,,,,40817D,,,UNITED KINGDOM
G-READ,,BALL,,,,,,,,,,,,,,402A0F,,PRIVATE,UNITED KINGDOM
G-REAF,,JAB4,,,,,,,,,,,,,,4062B0,L1P,PRIVATE,UNITED KINGDOM
G-REAR,,BALL,,,,,,,,,,,,,,404B03,,PRIVATE,UNITED KINGDOM
G-REAS,,RV6,,,,,,,,,,,,,,403984,L1P,PRIVATE,UNITED KINGDOM
G-REBB,,RBEL,,,,,,,,,,,,,,4.04E+79,L1P,PRIVATE,UNITED KINGDOM
G-RECE,,BALL,,,,,,,,,,,,,,40498C,,,UNITED KINGDOM
G-RECL,,BALL,,,,,,,,,,,,,,407670,,,UNITED KINGDOM
G-RECW,,P28A,,,,,,,,,,,,,,407130,L1P,PRIVATE,UNITED KINGDOM
G-REDC,,ULAC,,,,,,,,,,,,,,404246,,STEVE HOUGHTON,UNITED KINGDOM
G-REDF,BABCOCK MISSION CRITICAL SERVICES,AS65,DAUPHIN,,VCH,L,,,,,,GREDF,,,,405FCC,H2T,BABCOCK MCS OFFSHORE,UNITED KINGDOM
G-REDG,,AS65,,,,,,,,,,,,,,406202,H2T,,UNITED KINGDOM
G-REDH,,AS65,,,,,,,,,,,,,,406203,H2T,,UNITED KINGDOM
G-REDJ,BABCOCK MISSION CRITICAL SERVICES,AS65,DAUPHIN,,VCH,L,,,,,,GREDJ,,,,400AAA,H2T,,UNITED KINGDOM
G-REDK,,AS3B,,,,,,,,,,,,,,400AAB,H2T,,UNITED KINGDOM
G-REDM,,AS3B,,,,,,,,,,,,,,400AAD,H2T,,UNITED KINGDOM
G-REDN,BABCOCK MISSION CRITICAL SERVICES,AS3B,COUGAR,,VCH,L,,,,,,GREDN,,,,400AAE,H2T,,UNITED KINGDOM
G-REDO,BABCOCK MISSION CRITICAL SERVICES,AS3B,COUGAR,,VCH,L,,,,,,GREDO,,,,400C14,H2T,,UNITED KINGDOM
G-REDP,BABCOCK MISSION CRITICAL SERVICES,AS3B,COUGAR,,VCH,L,,,,,,GREDP,,,,400C15,H2T,,UNITED KINGDOM
G-REDR,BABCOCK MISSION CRITICAL SERVICES,EC25,,,VCH,L,,,RHD,,,GREDR,,,,401378,H2T,,UNITED KINGDOM
G-REDS,,,,,,,,,,,,,,,,4009EB,,,UNITED KINGDOM
G-REDT,BABCOCK MISSION CRITICAL SERVICES,EC25,,,VCH,L,,,RHD,,,GREDT,,,,401379,H2T,,UNITED KINGDOM
G-REDX,,UNDEFINED,,,,,,,,,,,,,,403A16,,,UNITED KINGDOM
G-REDZ,,ULAC,,,,,,,,,,,,,,4049A1,,,UNITED KINGDOM
G-REEC,,F8L,,,,,,,,,,,,,,403C77,L1P,PRIVATE,UNITED KINGDOM
G-REED,,ULAC,,,,,,,,,,,,,,404558,,PRIVATE,UNITED KINGDOM
G-REEF,,ULAC,,,,,,,,,,,,,,40458A,,PRIVATE,UNITED KINGDOM
G-REEM,,AS55,,,,,,,,,,,,,,403985,H2T,HELIKING LTD,UNITED KINGDOM
G-REER,,GLID,,,,,,,,,,,,,,4053A0,,PRIVATE,UNITED KINGDOM
G-REES,,D140,,,,,,,,,,,,,,4022CA,L1P,PRIVATE,UNITED KINGDOM
G-REEV,,R44,,,,,,,,,,,,,,406F25,H1P,SNG AVIATION LTD,UNITED KINGDOM
G-REFO,,GLF6,,,,,,,,,,,,,,406B4B,L2J,TAG AVIATION (UK) LTD,UNITED KINGDOM
G-REGC,,CH60,,,,,,,,,,,,,,405E5C,L1P,PRIVATE,UNITED KINGDOM
G-REGJ,,R44,,,,,,,,,,,,,,404AB6,H1P,HQ AVIATION LTD,UNITED KINGDOM
G-REGZ,,AP22,,,,,,,,,,,,,,406A71,L1P,PRIVATE,UNITED KINGDOM
G-REIN,,GLID,,,,,,,,,,,,,,406F58,,PRIVATE,UNITED KINGDOM
G-REJP,,EUPA,,,,,,,,,,,,,,405086,L1P,PRIVATE,UNITED KINGDOM
G-REKO,,ULAC,,,,,,,,,,,,,,4034EF,,PRIVATE,UNITED KINGDOM
G-RELL,,D6CR,,,,,,,,,,,,,,4016C3,L1P,PRIVATE,UNITED KINGDOM
G-REMH,,B06,,,,,,,,,,,,,,405D1E,H1T,FLIGHTPATH LTD,UNITED KINGDOM
G-RENI,,BALL,,,,,,,,,,,,,,406760,,PRIVATE,UNITED KINGDOM
G-RESA,BRISTOW HELICOPTERS LTD,A139,,,VCH,L,,,,,,GRESA,,,,407FD7,,,UNITED KINGDOM
G-RESB,,A139,,,,,,,,,,,,,,407FD8,,,UNITED KINGDOM
G-RESC,,BK17,,,,,,,,,,,,,,40123C,H2T,,UNITED KINGDOM
G-RESE,,A139,,,,,,,,,,,,,,4080C6,,,UNITED KINGDOM
G-RESF,UNITED KINGDOM - COAST GUARD,A139,,,,,,,SRD,,,,,,,4080C7,,,UNITED KINGDOM
G-RESG,,MCR1,,,,,,,,,,,,,,404943,L1P,PRIVATE,UNITED KINGDOM
G-REST,,BE35,,,,,,,,,,,,,,400CC9,L1P,PRIVATE,UNITED KINGDOM
G-RESU,EAST ANGLIAN AIR AMBULANCE,EC45,,,VCH,L,,,HLE,,,HLE85,,,,406F2B,H2T,BABCOCK MCS ONSHORE,UNITED KINGDOM
G-RETA,,BU31,,,,,,,,,,,,,,4022CD,L1P,PRIVATE,UNITED KINGDOM
G-REVE,,RV6,,,,,,,,,,,,,,4052BA,L1P,,UNITED KINGDOM
G-REVO,,SKRA,,,,,,,,,,,,,,404AFA,L1P,PRIVATE,UNITED KINGDOM
G-REVV,,RV7,,,,,,,,,,,,,,407847,L1P,,UNITED KINGDOM
G-REWS,,B505,,,,,,,,,,,,,,407E6E,H1T,,UNITED KINGDOM
G-REXA,RVL AVIATION LTD,BE20,KING AIR 200,,VC,AD,,,REV,,,GREXA,,,,4076FE,L2T,,UNITED KINGDOM
G-REXB,,BE20,,,,,,,,,,,,,,407DAA,L2T,,UNITED KINGDOM
G-REXC,CASTLE AIR LTD,A109,,,VCH,AD,,,CST,,,GREXC,,,,,,,
G-REYE,,R44,,,,,,,,,,,,,,406DB4,H1P,REDEYE.COM LTD,UNITED KINGDOM
G-REYS,,CL60,,,,,,,,,,,,,,400956,L2J,RON DENNIS,UNITED KINGDOM
G-RFAD,,RF4,,,,,,,,,,,,,,4.06E+43,L1P,,UNITED KINGDOM
G-RFCA,,P208,,,,,,,,,,,,,,40709E,L1P,PRIVATE,UNITED KINGDOM
G-RFCB,,P208,,,,,,,,,,,,,,407384,L1P,,UNITED KINGDOM
G-RFGB,,RF6,,,,,,,,,,,,,,40776E,L1P,,UNITED KINGDOM
G-RFIO,,RF10,,,,,,,,,,,,,,4039FD,L1P,PRIVATE,UNITED KINGDOM
G-RFLO,,BALL,,,,,,,,,,,,,,406FA8,,PRIVATE,UNITED KINGDOM
G-RFLY,,E300,,,,,,,,,,,,,,405D36,L1P,PRIVATE,UNITED KINGDOM
G-RFOX,,FOX,,,,,,,FOX,,,,,,,4.04E+91,L1P,PRIVATE,UNITED KINGDOM
G-RFSB,,RF5,,,,,,,,,,,,,,402D35,L1P,PRIVATE,UNITED KINGDOM
G-RFTW,JET CONCIERGE CLUB,CL60,,,,,,,JCO,,,,,,,4081A5,,,UNITED KINGDOM
G-RGAH,,DA40,,,,,,,,,,,,,,408254,,,UNITED KINGDOM
G-RGAL,,DA40,,,,,,,,,,,,,,407886,L1P,,UNITED KINGDOM
G-RGAM,,DA40,,,,,,,,,,,,,,408253,,,UNITED KINGDOM
G-RGSK,,S22T,,,,,,,,,,,,,,408063,,,UNITED KINGDOM
G-RGTS,,GLID,,,,,,,,,,,,,,405600,,PRIVATE,UNITED KINGDOM
G-RGTX,,Y18T,,,,,,,,,,,,,,407BF3,L1P,,UNITED KINGDOM
G-RGUS,,FA24,,,,,,,,,,,,,,4027A8,L1P,PRIVATE,UNITED KINGDOM
G-RGWY,,B06,,,,,,,,,,,,,,4.01E+93,H1T,RIDGWAY AVIATION LTD,UNITED KINGDOM
G-RGZT,,SR20,,,,,,,,,,,,,,40570,L1P,PRIVATE,UNITED KINGDOM
G-RHAM,,SKRA,,,,,,,,,,,,,,404F32,L1P,PRIVATE,UNITED KINGDOM
G-RHCB,,H269,,,,,,,,,,,,,,403F42,H1P,AH HELICOPTER SERVICES LTD,UNITED KINGDOM
G-RHML,,R22,,,,,,,,,,,,,,406D35,H1P,C LESCURE,UNITED KINGDOM
G-RHMS,,E35L,,,,,,,,,,,,,,405EF2,L2J,TAG AVIATION (UK) LTD,UNITED KINGDOM
G-RHOD,,SSTL,,,,,,,,,,,,,,407336,,,UNITED KINGDOM
G-RHOS,,SVNH,,,,,,,,,,,,,,40616A,L1P,PRIVATE,UNITED KINGDOM
G-RHYM,2 EXCEL AVIATION LTD,PA31,NAVAJO,,VC,AD,,,BRO,,,GRHYM,,,,40118B,L2P,2 EXCEL AVIATION LTD,UNITED KINGDOM
G-RHYS,,EXEC,,,,,,,,,,,,,,403846,H1P,ALAN VOASE,UNITED KINGDOM
G-RIAM,,TOBA,,,,,,,,,,,,,,405137,L1P,PRIVATE,UNITED KINGDOM
G-RIBA,,ULAC,,,,,,,,,,,,,,4050CC,,PRIVATE,UNITED KINGDOM
G-RICE,,R22,,,,,,,,,,,,,,407D0F,,,UNITED KINGDOM
G-RICO,,AA5,,,,,,,,,,,,,,40415F,L1P,PRIVATE,UNITED KINGDOM
G-RICS,,EUPA,,,,,,,,,,,,,,403BDD,L1P,PRIVATE,UNITED KINGDOM
G-RIDA,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,AS55,TWIN SQUIRREL,,VCH,L,,,GRD,,,GRIDA,,,,405588,H2T,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,UNITED KINGDOM
G-RIDB,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,B429,GLOBALRANGER,,VCH,L,,,GRD,,,GRIDB,,,,406897,H2T,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,UNITED KINGDOM
G-RIDC,,B429,,,,,,,,,,,,,,4079B4,H2T,,UNITED KINGDOM
G-RIDE,,UNDEFINED,,,,,,,,,,,,,,4022D1,,,UNITED KINGDOM
G-RIDG,,RV7,,,,,,,,,,,,,,404F2B,L1P,PRIVATE,UNITED KINGDOM
G-RIEF,,DG1T,,,,,,,,,,,,,,404F8E,L1P,PRIVATE,UNITED KINGDOM
G-RIET,,DIMO,,,,,,,,,,,,,,4046FB,L1P,PRIVATE,UNITED KINGDOM
G-RIEV,,GLID,,,,,,,,,,,,,,405755,,PRIVATE,UNITED KINGDOM
G-RIFB,,H269,,,,,,,,,,,,,,403185,H1P,AA CONSULTANTS LTD,UNITED KINGDOM
G-RIFD,,GLID,,,,,,,,,,,,,,4071EC,,PRIVATE,UNITED KINGDOM
G-RIFN,,CP10,,,,,,,,,,,,,,403B12,L1P,PRIVATE,UNITED KINGDOM
G-RIFO,,UNDEFINED,,,,,,,,,,,,,,4050B9,,,UNITED KINGDOM
G-RIFY,,EAGL,,,,,,,,,,,,,,405E7B,L1P,PRIVATE,UNITED KINGDOM
G-RIFZ,,JS3E,,,,,,,,,,,,,,407F08,,,UNITED KINGDOM
G-RIGB,,BALL,,,,,,,,,,,,,,402AE0,,PRIVATE,UNITED KINGDOM
G-RIGH,,P32R,,,,,,,,,,,,,,400AB8,L1P,PRIVATE,UNITED KINGDOM
G-RIGS,,AEST,,,,,,,,,,,,,,4022D2,L2P,PRIVATE,UNITED KINGDOM
G-RIHN,,RODS,,,,,,,,,,,,,,404BC3,L1P,PRIVATE,UNITED KINGDOM
G-RIII,,RV3,,,,,,,,,,,,,,405F89,L1P,PRIVATE,UNITED KINGDOM
G-RIIV,,RV4,,,,,,,,,,,,,,40136A,L1P,PRIVATE,UNITED KINGDOM
G-RIKI,,ULAC,,,,,,,,,,,,,,404504,,PRIVATE,UNITED KINGDOM
G-RIKS,,EUPA,,,,,,,,,,,,,,404641,L1P,PRIVATE,UNITED KINGDOM
G-RIKY,,ULAC,,,,,,,,,,,,,,404AA5,,PRIVATE,UNITED KINGDOM
G-RILA,,FDCT,,,,,,,,,,,,,,40118F,L1P,PRIVATE,UNITED KINGDOM
G-RILY,,SRAI,,,,,,,,,,,,,,405E7E,L1P,,UNITED KINGDOM
G-RIMB,,BALL,,,,,,,,,,,,,,4046A3,,PRIVATE,UNITED KINGDOM
G-RIME,,BALL,,,,,,,,,,,,,,404A8E,,PRIVATE,UNITED KINGDOM
G-RIMM,,UNDEFINED,,,,,,,,,,,,,,404133,,,UNITED KINGDOM
G-RIMR,,C177,,,,,,,,,,,,,,40198E,L1P,,UNITED KINGDOM
G-RINN,,ULAC,,,,,,,,,,,,,,404456,,PRIVATE,UNITED KINGDOM
G-RINO,,BALL,,,,,,,,,,,,,,402920,,PRIVATE,UNITED KINGDOM
G-RINS,,COY2,,,,,,,,,,,,,,40411A,L1P,PRIVATE,UNITED KINGDOM
G-RINT,,ULAC,,,,,,,,,,,,,,40386F,,PRIVATE,UNITED KINGDOM
G-RINZ,,RV7,,,,,,,,,,,,,,40507E,L1P,PRIVATE,UNITED KINGDOM
G-RIOT,,TWST,,,,,,,,,,,,,,405373,L1P,,UNITED KINGDOM
G-RIPA,,P68,,,,,,,,,,,,,,406062,L2P,APEM AVIATION,UNITED KINGDOM
G-RIPH,,SPIT,,,,,,,,,,,,,,404EDC,L1P,,UNITED KINGDOM
G-RISA,,P28A,,,,,,,,,,,,,,4016AD,L1P,PRIVATE,UNITED KINGDOM
G-RISE,,BALL,,,,,,,,,,,,,,40327E,,PRIVATE,UNITED KINGDOM
G-RISH,,EXEC,,,,,,,,,,,,,,404DB0,H1P,M H HOFFMAN,UNITED KINGDOM
G-RISY,,RV7,,,,,,,,,,,,,,404D82,L1P,PRIVATE,UNITED KINGDOM
G-RITS,,PTS1,,,,,,,,,,,,,,4073CF,L1P,PRIVATE,UNITED KINGDOM
G-RITT,,ULAC,,,,,,,,,,,,,,4050F9,,PRIVATE,UNITED KINGDOM
G-RIVA,,TBM8,,,,,,,,,,,,,,4068C5,L1T,MSV GMBH,UNITED KINGDOM
G-RIVE,,UNDEFINED,,,,,,,,,,,,,,400F0D,,,UNITED KINGDOM
G-RIVR,,ULAC,,,,,,,,,,,,,,404253,,PRIVATE,UNITED KINGDOM
G-RIVT,,RV6,,,,,,,,,,,,,,403AED,L1P,PRIVATE,UNITED KINGDOM
G-RIXA,,J3,,,,,,,,,,,,,,405131,L1P,PRIVATE,UNITED KINGDOM
G-RIXS,,EUPA,,,,,,,,,,,,,,4047C6,L1P,PRIVATE,UNITED KINGDOM
G-RIXY,,BALL,,,,,,,,,,,,,,4.04E+98,,PRIVATE,UNITED KINGDOM
G-RIZE,,BALL,,,,,,,,,,,,,,403872,,PRIVATE,UNITED KINGDOM
G-RIZI,,BALL,,,,,,,,,,,,,,40378D,,PRIVATE,UNITED KINGDOM
G-RIZK,,AS29,,,,,,,,,,,,,,406B47,L1P,PRIVATE,UNITED KINGDOM
G-RIZZ,,P28A,,,,,,,,,,,,,,40400000000,L1P,PRIVATE,UNITED KINGDOM
G-RJAH,,ST75,,,,,,,,,,,,,,403138,L1P,PRIVATE,UNITED KINGDOM
G-RJAM,,F8L,,,,,,,,,,,,,,4043FF,L1P,PRIVATE,UNITED KINGDOM
G-RJCC,,C172,,,,,,,,,,,,,,4054F0,L1P,PRIVATE,UNITED KINGDOM
G-RJIT,PRIVATE,,,,,,,,,,,,,,,40723D,L1P,,UNITED KINGDOM
G-RJMC,,EFOX,,,,,,,,,,,,,,407B2A,L1P,,UNITED KINGDOM
G-RJMS,,P28R,,,,,,,,,,,,,,402A58,L1P,,UNITED KINGDOM
G-RJRC,,AC11,,,,,,,,,,,,,,407280,L1P,PRIVATE,UNITED KINGDOM
G-RJRJ,,EV97,,,,,,,,,,,,,,4058A3,L1P,PRIVATE,UNITED KINGDOM
G-RJVH,,G2CA,,,,,,,,,,,,,,407160,H1P,RJV HOLDINGS LTD,UNITED KINGDOM
G-RJWW,,M5,,,,,,,,,,,,,,40213F,L1P,PRIVATE,UNITED KINGDOM
G-RJWX,,EUPA,,,,,,,,,,,,,,404432,L1P,PRIVATE,UNITED KINGDOM
G-RJXA,,E145,,,,,,,BMR,,,,,,,4007DA,L2J,BMI REGIONAL,UNITED KINGDOM
